,Name,FixedByID,count
1095,heavy_check_mark resolution duplicate| area-servers,unknown,2
1096,heavy_check_mark resolution duplicate| area-servers| bug| feature-httpabstractions| good first issue,unknown,1
1097,heavy_check_mark resolution duplicate| area-servers| servers-iis,unknown,2
1098,heavy_check_mark resolution duplicate| area-signalr,unknown,4
1099,heavy_check_mark resolution duplicate| author migration bot robot| status resolved,unknown,1
1100,heavy_check_mark resolution duplicate| branchmaster,pranavkm,1
1101,heavy_check_mark resolution duplicate| breaking-change,unknown,1
1102,heavy_check_mark resolution duplicate| components big rock| status resolved| area-blazor| enhancement,unknown,1
1103,heavy_check_mark resolution duplicate| external| area-blazor| investigate,pranavkm,1
1104,heavy_check_mark resolution duplicate| external| status resolved| area-mvc| bug,unknown,1
1105,heavy_check_mark resolution duplicate| http2| needs author feedback| area-servers| servers-kestrel,shirhatti,1
1106,heavy_check_mark resolution duplicate| needs author feedback| area-blazor,unknown,1
1107,heavy_check_mark resolution duplicate| needs design| area-blazor| enhancement,unknown,1
1108,heavy_check_mark resolution duplicate| needs design| status resolved| area-blazor| feature-svg| investigate,ntaylormullen,1
1109,heavy_check_mark resolution duplicate| needs spec| area-mvc| enhancement,danroth27,1
1110,heavy_check_mark resolution duplicate| status resolved,unknown,2
1111,heavy_check_mark resolution duplicate| status resolved| api-suggestion| area-servers| feature| servers-kestrel,halter73,1
1112,heavy_check_mark resolution duplicate| status resolved| area-blazor,stevesandersonms,1
1113,heavy_check_mark resolution duplicate| status resolved| area-blazor,unknown,3
1114,heavy_check_mark resolution duplicate| status resolved| area-blazor| area-commandlinetools,unknown,1
1115,heavy_check_mark resolution duplicate| status resolved| area-blazor| blazor-wasm,unknown,5
1116,heavy_check_mark resolution duplicate| status resolved| area-blazor| blazor-wasm| feature-blazor-debugging| heavy_check_mark resolution duplicate| status resolved| area-blazor| blazor-wasm| feature-blazor-debugging,unknown,1
1117,heavy_check_mark resolution duplicate| status resolved| area-blazor| bug,ntaylormullen,1
1118,heavy_check_mark resolution duplicate| status resolved| area-blazor| bug,unknown,1
1119,heavy_check_mark resolution duplicate| status resolved| area-blazor| bug| feature-svg,captainsafia,1
1120,heavy_check_mark resolution duplicate| status resolved| area-blazor| bug| feature-svg,stevesandersonms,1
1121,heavy_check_mark resolution duplicate| status resolved| area-blazor| bug| feature-svg,unknown,1
1122,heavy_check_mark resolution duplicate| status resolved| area-blazor| bug| feature-svg| help wanted,unknown,2
1123,heavy_check_mark resolution duplicate| status resolved| area-blazor| enhancement| feature-svg,unknown,3
1124,heavy_check_mark resolution duplicate| status resolved| area-blazor| enhancement| help wanted,unknown,1
1125,heavy_check_mark resolution duplicate| status resolved| area-blazor| feature-svg,unknown,2
1126,heavy_check_mark resolution duplicate| status resolved| area-blazor| investigate,pranavkm,1
1127,heavy_check_mark resolution duplicate| status resolved| area-blazor| investigate,stevesandersonms,1
1128,heavy_check_mark resolution duplicate| status resolved| area-commandlinetools| feature-devcerts,unknown,1
1129,heavy_check_mark resolution duplicate| status resolved| area-identity,unknown,1
1130,heavy_check_mark resolution duplicate| status resolved| area-mvc,ntaylormullen,1
1131,heavy_check_mark resolution duplicate| status resolved| area-mvc,unknown,2
1132,heavy_check_mark resolution duplicate| status resolved| area-mvc| feature-razor-pages,unknown,1
1133,heavy_check_mark resolution duplicate| status resolved| area-mvc| feature-routing| heavy_check_mark resolution duplicate| status resolved| area-mvc| feature-routing,unknown,1
1134,heavy_check_mark resolution duplicate| status resolved| area-platform,unknown,1
1135,heavy_check_mark resolution duplicate| status resolved| area-razor.tooling| enhancement,unknown,1
1136,heavy_check_mark resolution duplicate| status resolved| area-razor.tooling| feature-razor.vs| heavy_check_mark resolution duplicate| status resolved| area-razor.tooling| feature-razor.vs,unknown,1
1137,heavy_check_mark resolution duplicate| status resolved| area-signalr,unknown,1
1138,heavy_check_mark resolution fixed| area-azure| area-hosting| bug| investigate,brennanconroy,1
1139,heavy_check_mark resolution fixed| area-blazor| blazor-wasm,captainsafia,1
1140,heavy_check_mark resolution fixed| area-httpclientfactory| bug,rynowak,1
1141,heavy_check_mark resolution fixed| area-identity,haok,1
1142,heavy_check_mark resolution fixed| area-platform,unknown,1
1143,heavy_check_mark resolution fixed| area-servers,unknown,1
1144,heavy_check_mark resolution fixed| area-servers| good first issue| help wanted,unknown,1
1145,heavy_check_mark resolution fixed| area-servers| servers-kestrel,jkotalik,1
1146,heavy_check_mark resolution fixed| area-signalr| good first issue| help wanted,unknown,1
1147,heavy_check_mark resolution fixed| author migration bot robot| area-blazor,unknown,1
1148,heavy_check_mark resolution fixed| docs| done| area-identity,haok,1
1149,heavy_check_mark resolution fixed| done| area-blazor| bug,pranavkm,1
1150,heavy_check_mark resolution fixed| done| area-identity| good first issue,unknown,1
1151,heavy_check_mark resolution fixed| done| area-identity| help wanted,haok,1
1152,heavy_check_mark resolution fixed| done| area-infrastructure,haok,1
1153,heavy_check_mark resolution fixed| done| area-security,haok,1
1154,heavy_check_mark resolution fixed| done| area-security| enhancement,unknown,1
1155,heavy_check_mark resolution fixed| external| area-razor.tooling| blocked| feature-razor-pages| investigate,unknown,1
1156,heavy_check_mark resolution fixed| perf| status resolved| area-servers| bug| feature-httpabstractions| help wanted,unknown,1
1157,heavy_check_mark resolution wont fix,unknown,3
1158,heavy_check_mark resolution wont fix| [obsolete] cost l| discussion| enhancement,unknown,1
1159,heavy_check_mark resolution wont fix| area-blazor,unknown,6
1160,heavy_check_mark resolution wont fix| area-commandlinetools,unknown,1
1161,heavy_check_mark resolution wont fix| area-commandlinetools| help wanted,unknown,1
1162,heavy_check_mark resolution wont fix| area-dataprotection| task,natemcmaster,1
1163,heavy_check_mark resolution wont fix| area-identity| enhancement,haok,2
1164,heavy_check_mark resolution wont fix| area-infrastructure,unknown,2
1165,heavy_check_mark resolution wont fix| area-infrastructure,wtgodbe,1
1166,heavy_check_mark resolution wont fix| area-mvc,javiercn,1
1167,heavy_check_mark resolution wont fix| area-mvc,pranavkm,1
1168,heavy_check_mark resolution wont fix| area-mvc,unknown,2
1169,heavy_check_mark resolution wont fix| area-mvc| cost s,unknown,1
1170,heavy_check_mark resolution wont fix| area-mvc| enhancement,pranavkm,1
1171,heavy_check_mark resolution wont fix| area-mvc| enhancement,unknown,1
1172,heavy_check_mark resolution wont fix| area-mvc| enhancement| help wanted,ryanbrandenburg,1
1173,heavy_check_mark resolution wont fix| area-mvc| enhancement| help wanted,unknown,1
1174,heavy_check_mark resolution wont fix| area-platform,unknown,2
1175,heavy_check_mark resolution wont fix| bug| feature-session,unknown,1
1176,heavy_check_mark resolution wont fix| cost m| investigate,natemcmaster,1
1177,heavy_check_mark resolution wont fix| cost m| investigate,stevesandersonms,1
1178,heavy_check_mark resolution wont fix| external| area-blazor| bug,stevesandersonms,1
1179,heavy_check_mark resolution wont fix| needs author feedback| area-mvc| bug| cost xs,ryanbrandenburg,1
1180,heavy_check_mark resolution wont fix| status resolved| area-blazor| enhancement,unknown,1
1181,heavy_check_mark resolution wont fix| status resolved| area-identity| investigate,haok,1
1182,heavy_check_mark resolution wont fix| status resolved| area-infrastructure,unknown,1
1183,heavy_check_mark resolution wont fix| status resolved| area-mvc,unknown,1
1184,helix| area-infrastructure,haok,1
1185,http2| area-servers| cost 0| enhancement| servers-kestrel,unknown,1
1186,http2| perf| area-servers| cost m| enhancement| servers-kestrel,jamesnk,2
1187,http2| perf| area-servers| cost m| servers-kestrel,jkotalik,1
1188,http2| perf| area-servers| cost xs| servers-kestrel,jamesnk,1
1189,http2| working| area-servers| enhancement,jamesnk,1
1190,investigate,pranavkm,1
1191,investigate,sebastienros,10
1192,needs attention wave| area-blazor,unknown,2
1193,needs attention wave| area-blazor| blazor-wasm,unknown,1
1194,needs attention wave| area-blazor| investigate,javiercn,1
1195,needs attention wave| area-blazor| investigate,unknown,2
1196,needs attention wave| area-identity,haok,1
1197,needs attention wave| area-mvc,unknown,3
1198,needs attention wave| area-mvc| investigate,ryanbrandenburg,2
1199,needs attention wave| area-mvc| question,unknown,1
1200,needs attention wave| area-security,unknown,2
1201,needs attention wave| area-servers,unknown,1
1202,needs attention wave| area-signalr,unknown,1
1203,needs attention wave| area-signalr| investigate,unknown,1
1204,needs author feedback,javiercn,1
1205,needs author feedback,unknown,6
1206,needs author feedback| area-blazor,pranavkm,2
1207,needs author feedback| area-blazor,unknown,8
1208,needs author feedback| area-blazor| blazor-wasm,captainsafia,1
1209,needs author feedback| area-blazor| blazor-wasm,unknown,2
1210,needs author feedback| area-blazor| bug,rynowak,1
1211,needs author feedback| area-blazor| investigate,javiercn,1
1212,needs author feedback| area-blazor| investigate,ntaylormullen,1
1213,needs author feedback| area-blazor| investigate,pranavkm,1
1214,needs author feedback| area-blazor| investigate,stevesandersonms,1
1215,needs author feedback| area-blazor| investigate,unknown,1
1216,needs author feedback| area-blazor| question,unknown,4
1217,needs author feedback| area-hosting,unknown,3
1218,needs author feedback| area-identity,haok,1
1219,needs author feedback| area-identity| question,unknown,1
1220,needs author feedback| area-installers,unknown,1
1221,needs author feedback| area-middleware,unknown,1
1222,needs author feedback| area-middleware| needs author feedback| area-middleware,unknown,1
1223,needs author feedback| area-mvc,unknown,8
1224,needs author feedback| area-mvc| blocked| closed no-repro| investigate,ryanbrandenburg,1
1225,needs author feedback| area-mvc| closed no-repro| investigate,ryanbrandenburg,1
1226,needs author feedback| area-mvc| feature-model-binding,pranavkm,1
1227,needs author feedback| area-mvc| feature-model-binding| investigate,unknown,1
1228,needs author feedback| area-mvc| investigate,ntaylormullen,1
1229,needs author feedback| area-mvc| investigate,ryanbrandenburg,2
1230,needs author feedback| area-mvc| investigate,unknown,4
1231,needs author feedback| area-mvc| question,javiercn,1
1232,needs author feedback| area-mvc| question,pranavkm,2
1233,needs author feedback| area-mvc| question,unknown,4
1234,needs author feedback| area-platform,unknown,1
1235,needs author feedback| area-security,haok,1
1236,needs author feedback| area-security,unknown,1
1237,needs author feedback| area-servers,unknown,11
1238,needs author feedback| area-servers| investigate,unknown,1
1239,needs author feedback| area-servers| servers-iis,unknown,1
1240,needs author feedback| area-servers| servers-kestrel,unknown,3
1241,needs author feedback| area-signalr,unknown,17
1242,needs author feedback| status no recent activity| area-blazor,ntaylormullen,1
1243,needs author feedback| status no recent activity| area-blazor,pranavkm,1
1244,needs author feedback| status no recent activity| area-blazor,unknown,2
1245,needs author feedback| status no recent activity| area-blazor| blazor-wasm| feature-blazor-debugging,unknown,1
1246,needs author feedback| status no recent activity| area-blazor| blazor-wasm| investigate,captainsafia,1
1247,needs author feedback| status no recent activity| area-blazor| investigate,javiercn,1
1248,needs author feedback| status no recent activity| area-blazor| needs author feedback| status no recent activity| area-blazor,unknown,1
1249,needs author feedback| status no recent activity| area-commandlinetools| enhancement,unknown,1
1250,needs author feedback| status no recent activity| area-hosting,unknown,1
1251,needs author feedback| status no recent activity| area-identity,unknown,1
1252,needs author feedback| status no recent activity| area-installers,unknown,1
1253,needs author feedback| status no recent activity| area-middleware,unknown,1
1254,needs author feedback| status no recent activity| area-mvc,unknown,3
1255,needs author feedback| status no recent activity| area-mvc| feature-localization,unknown,1
1256,needs author feedback| status no recent activity| area-mvc| investigate,rynowak,1
1257,needs author feedback| status no recent activity| area-mvc| investigate,unknown,2
1258,needs author feedback| status no recent activity| area-platform,unknown,1
1259,needs author feedback| status no recent activity| area-security,unknown,5
1260,needs author feedback| status no recent activity| area-servers,jkotalik,1
1261,needs author feedback| status no recent activity| area-servers,unknown,4
1262,needs author feedback| status no recent activity| area-servers| servers-iis,unknown,1
1263,needs author feedback| status no recent activity| area-signalr,unknown,3
1264,needs design,unknown,1
1265,needs design| [obsolete] cost l| area-mvc| breaking-change| enhancement,unknown,1
1266,needs design| area-blazor,javiercn,1
1267,needs design| area-blazor,stevesandersonms,1
1268,needs design| area-blazor,unknown,1
1269,needs design| area-blazor| blazor-wasm| enhancement,danroth27,1
1270,needs design| area-blazor| bug,pranavkm,1
1271,needs design| area-blazor| cost s| enhancement,pranavkm,1
1272,needs design| area-blazor| enhancement,unknown,1
1273,needs design| area-dataprotection,natemcmaster,1
1274,needs design| area-mvc,jamesnk,1
1275,needs design| area-mvc,jamesnk| rynowak,1
1276,needs design| area-mvc,unknown,1
1277,needs design| area-mvc| breaking-change,pranavkm,1
1278,needs design| area-mvc| bug| cost s,unknown,1
1279,needs design| area-mvc| cost s| enhancement,unknown,1
1280,needs design| area-mvc| enhancement,damianedwards,1
1281,needs design| area-mvc| enhancement,jamesnk,1
1282,needs design| area-mvc| enhancement,pranavkm,1
1283,needs design| area-mvc| enhancement,unknown,5
1284,needs design| area-mvc| enhancement| feature-razor-pages,unknown,1
1285,needs design| area-mvc| enhancement| feature-razor-pages| help wanted,ntaylormullen,1
1286,needs design| area-mvc| feature-api-explorer,glennc,1
1287,needs design| area-mvc| feature-model-binding| help wanted,unknown,1
1288,needs design| area-mvc| feature-razor-pages,unknown,4
1289,needs design| area-security,unknown,1
1290,needs design| area-servers| servers-iis,unknown,1
1291,needs design| area-signalr,unknown,1
1292,needs design| area-signalr| cost s| signalr-client-java| signalr-client-javascript| signalr-client-net,unknown,1
1293,needs design| area-signalr| enhancement,unknown,1
1294,needs design| area-signalr| enhancement| triaged,unknown,1
1295,needs design| feature-staticfiles,glennc,1
1296,needs design| needs spec| area-mvc| enhancement,glennc,1
1297,needs spec| area-mvc,glennc,1
1298,needs spec| area-mvc| enhancement,glennc,1
1299,needs spec| area-mvc| feature,glennc,2
1300,oidc| area-security| task,tratcher,1
1301,perf,sebastienros,2
1302,perf,unknown,2
1303,perf-bad-response,unknown,1
1304,perf-not-running,sebastienros,5
1305,perf-not-running,unknown,4
1306,perf| area-httpclientfactory| area-middleware| area-mvc| area-servers| perf-not-running,sebastienros,2
1307,perf| area-httpclientfactory| area-mvc| perf-bad-response,sebastienros,2
1308,perf| area-httpclientfactory| area-servers| perf-not-running,unknown,1
1309,perf| area-httpclientfactory| perf-bad-response,unknown,1
1310,perf| area-middleware| area-mvc| area-servers| perf-not-running,sebastienros,1
1311,perf| area-mvc,unknown,1
1312,perf| area-mvc| feature-razor-pages,unknown,3
1313,perf| area-mvc| perf-bad-response,sebastienros,1
1314,perf| area-perf| perf-bad-response,unknown,1
1315,perf| area-servers| perf-bad-response,sebastienros,1
1316,perf| area-servers| perf-bad-response,tratcher,1
1317,perf| area-servers| servers-httpsys,unknown,4
1318,perf| area-servers| servers-iis,unknown,1
1319,perf| area-servers| servers-kestrel,davidfowl,1
1320,perf| area-servers| servers-kestrel| task,unknown,1
1321,perf| area-signalr| cost s| investigate,unknown,1
1322,perf| area-signalr| perf-not-running,sebastienros| brennanconroy,1
1323,perf| perf-bad-response,sebastienros,3
1324,perf| perf-bad-response,unknown,3
1325,perf| perf-not-running,sebastienros,2
1326,perf| perf-regression,sebastienros,2
1327,question,natemcmaster,1
1328,question,sebastienros,1
1329,question,unknown,54
1330,responsecompressionmiddleware| area-middleware,unknown,1
1331,security| area-identity,unknown,1
1332,security| area-mvc| bug| discussion,unknown,1
1333,security| area-security,unknown,1
1334,security| area-servers| servers-kestrel,unknown,1
1335,servers-iis,pakrym,1
1336,servers-iis,unknown,3
1337,servicing-approved| area-signalr,mikaelm12,1
1338,servicing-consider| area-blazor| bug,rynowak,1
1339,servicing-consider| area-mvc,pranavkm,1
1340,status resolved| area-mvc,rynowak,1
1341,task,haok,1
1342,task,natemcmaster,2
1343,task,ryanbrandenburg,1
1344,test-failure,ryanbrandenburg| mkartakmsft,1
1345,test-failure,unknown,1
1346,unknown,anurse,1
1347,unknown,cesarblum,1
1348,unknown,chengtian,1
1349,unknown,chrissfanos,1
1350,unknown,damianedwards,8
1351,unknown,danroth27,1
1352,unknown,eilon,4
1353,unknown,glennc,3
1354,unknown,grabyourpitchforks,2
1355,unknown,javiercn,2
1356,unknown,jkotalik,1
1357,unknown,joeloff| pan-wang,1
1358,unknown,kichalla,1
1359,unknown,leecow,1
1360,unknown,leecow| vivmishra,1
1361,unknown,natemcmaster,1
1362,unknown,pakrym,1
1363,unknown,pakrym| jkotalik,1
1364,unknown,pranavkm,1
1365,unknown,ryanbrandenburg,1
1366,unknown,sebastienros,6
1367,unknown,stevesandersonms,2
1368,unknown,tratcher,3
1369,unknown,unknown,1794
1370,validation| area-blazor,rynowak,1
1371,validation| area-blazor,stevesandersonms,4
1372,validation| area-blazor| blazor-wasm| task| validation| area-blazor| blazor-wasm| task,stevesandersonms| stevesandersonms,1
1373,validation| area-mvc,pranavkm,7
1374,validation| area-mvc,unknown,2
1375,validation| area-mvc| task,pranavkm,1
1376,working| accepted| area-servers| cost s| enhancement| servers-kestrel,tratcher,1
1377,working| area-blazor| bug,stevesandersonms,1
1378,working| area-blazor| bug| cost xs,stevesandersonms,1
1379,working| area-infrastructure| cost xs| tell-mode,ryanbrandenburg,1
1380,working| area-mvc| task,ryanbrandenburg,1
1381,working| area-servers| bug| servers-iis| servers-kestrel,jkotalik,1
1382,working| area-servers| cost xs| enhancement,unknown,1
1383,working| area-servers| servers-iis| test-failure,jkotalik,1
1384,working| area-servers| servers-kestrel,davidfowl,1
